OCC_CLS,SQFEET,PROP_ADDR,PROP_CITY,E
Residential,1780.075,63 WEST 700 NORTH,BOUNTIFUL,
Residential,1318.589,915 NORTH 600 WEST,WEST BOUNTIFUL,
Residential,659.2827,162 NORTH 300 EAST,BOUNTIFUL,
Residential,2241.583,925 NORTH 660 WEST,WEST BOUNTIFUL,
Residential,593.3554,962 NORTH 650 EAST,BOUNTIFUL,
Residential,2356.962,650 WEST 900 NORTH,WEST BOUNTIFUL,
Residential,1846.005,155 NORTH 600 EAST,BOUNTIFUL,
Residential,2109.722,745 EAST 900 NORTH,BOUNTIFUL,
Residential,1845.998,263 EAST 400 NORTH,BOUNTIFUL,
Residential,1186.723,681 NORTH 1100 WEST,WEST BOUNTIFUL,
Agriculture,922.9891,140 EAST MORIAH AVENUE,WENDOVER,
Residential,2637.164,117 NORTH 1050 EAST,BOUNTIFUL,
Residential,1450.432,940 NORTH 200 WEST,BOUNTIFUL,
Residential,791.1453,165 EAST 400 NORTH,BOUNTIFUL,
Residential,2571.225,1007 WEST 700 NORTH,WEST BOUNTIFUL,
Residential,2999.752,118 NORTH 1050 EAST,BOUNTIFUL,
Industrial,4746.859,710 NORTH 500 WEST,BOUNTIFUL,
Residential,741.7003,114 WEST 700 NORTH,BOUNTIFUL,
Residential,3692.023,887 NORTH 800 WEST,WEST BOUNTIFUL,
Residential,4615.015,1250 WEST JESSI S MEADOW WAY,WEST BOUNTIFUL,
Residential,4384.273,1176 EAST 400 NORTH,BOUNTIFUL,
Commercial,1977.869,143 EAST 400 NORTH,BOUNTIFUL,
Residential,1813.047,150 NORTH 750 EAST,BOUNTIFUL,
Commercial,1895.463,399 EAST 400 NORTH,BOUNTIFUL,
Residential,4384.266,983 WEST 700 NORTH,WEST BOUNTIFUL,
Residential,692.2543,89 WEST 700 NORTH,BOUNTIFUL,
Residential,2966.796,787 EAST 900 NORTH,BOUNTIFUL,
Residential,1648.22,188 NORTH 800 EAST,BOUNTIFUL,
Residential,1186.727,990 NORTH 500 WEST,BOUNTIFUL,
Residential,3560.144,1260 EAST 400 NORTH,BOUNTIFUL,
Residential,1730.618,85 WEST 700 NORTH,BOUNTIFUL,
Residential,395.5751,305 WEST 200 NORTH,BOUNTIFUL,
Residential,1054.858,93 WEST 700 NORTH,BOUNTIFUL,
Residential,1994.356,997 WEST 700 NORTH,WEST BOUNTIFUL,
Residential,3362.377,795 EAST 900 NORTH,BOUNTIFUL,
Residential,1878.969,171 EAST 400 NORTH,BOUNTIFUL,
Residential,3230.527,1226 WEST MILLBRIDGE LANE,WEST BOUNTIFUL,
Residential,1499.872,408 NORTH 275 EAST,BOUNTIFUL,
Residential,2900.867,991 WEST 700 NORTH,WEST BOUNTIFUL,
Residential,3856.828,1180 WEST JESSI S MEADOW WAY,WEST BOUNTIFUL,
Assembly,4944.685,355 EAST 900 NORTH,BOUNTIFUL,
Residential,1384.515,120 NORTH 1100 WEST,WEST BOUNTIFUL,
Residential,988.9285,285 EAST 400 NORTH,BOUNTIFUL,
Residential,1054.858,287 PEQUOP AVENUE,WENDOVER,
Residential,461.4997,265 EAST PEQUOP AVENUE,WENDOVER,
Residential,1483.4,245 PEQUOP AVENUE,WENDOVER,
Residential,527.4258,393 WEST 200 NORTH,BOUNTIFUL,
Assembly,18295.28,269 SOUTH 2ND STREET,WENDOVER,
Residential,2801.978,245 EAST 900 NORTH,BOUNTIFUL,
Residential,2241.593,115 EAST 400 NORTH,BOUNTIFUL,
Residential,593.3673,195 EAST 650 NORTH,BOUNTIFUL,
Residential,593.3604,251 WEST 200 NORTH,BOUNTIFUL,
Residential,593.3591,245 PEQUOP AVENUE,WENDOVER,
Residential,1054.865,315 PEQUOP AVENUE,WENDOVER,
Residential,2521.794,907 NORTH 900 WEST,WEST BOUNTIFUL,
Residential,1681.18,153 NORTH 100 WEST,BOUNTIFUL,
Residential,1285.627,849 EAST 900 NORTH,BOUNTIFUL,
Residential,2966.796,1190 EAST 400 NORTH,BOUNTIFUL,
Residential,2076.759,1011 WEST 700 NORTH,WEST BOUNTIFUL,
Residential,1582.302,1147 EAST 600 NORTH,BOUNTIFUL,
Residential,659.2883,240 MORIAH AVENUE,WENDOVER,
Residential,2109.735,222 EAST MORIAH AVENUE,WENDOVER,
Residential,593.3664,287 PEQUOP AVENUE,WENDOVER,
Residential,4351.325,1406 WEST MILLBRIDGE LANE,WEST BOUNTIFUL,
Residential,2192.146,881 WEST RAINTREE CIRCLE,WEST BOUNTIFUL,
Residential,791.1483,1190 EAST 400 NORTH,BOUNTIFUL,
Residential,1186.718,165 NORTH 200 EAST,BOUNTIFUL,
Residential,3922.771,853 WEST HERITAGE POINTE CIRCLE,WEST BOUNTIFUL,
Residential,3131.609,869 EAST 900 NORTH,BOUNTIFUL,
Commercial,791.1554,161 NORTH MAIN STREET,BOUNTIFUL,
Residential,2076.756,755 WEST 1000 NORTH,WEST BOUNTIFUL,
Residential,1285.621,299 EAST 400 NORTH,BOUNTIFUL,
Residential,2637.169,699 NORTH 975 WEST,WEST BOUNTIFUL,
Residential,1186.725,97 WEST 700 NORTH,BOUNTIFUL,
Residential,6741.214,1312 EAST 250 NORTH,BOUNTIFUL,
Residential,988.9324,966 EAST 700 NORTH,BOUNTIFUL,
Residential,7713.699,990 NORTH 500 WEST,BOUNTIFUL,
Residential,1582.294,383 EAST 400 NORTH,BOUNTIFUL,
Residential,1087.834,162 NORTH 300 EAST,BOUNTIFUL,
Commercial,1186.708,406 NORTH MAIN STREET,BOUNTIFUL,
Residential,1977.865,980 EAST 700 NORTH,BOUNTIFUL,
Government,988.9356,,,
Residential,1269.139,950 NORTH MAIN STREET,BOUNTIFUL,
Residential,8010.354,990 NORTH 500 WEST,BOUNTIFUL,
Residential,2241.579,390 NORTH 1225 EAST,BOUNTIFUL,
Residential,791.1432,370 EAST 200 NORTH,BOUNTIFUL,
Residential,1977.886,235 EAST 400 NORTH,BOUNTIFUL,
Residential,593.3649,265 EAST 650 NORTH,BOUNTIFUL,
Residential,3263.478,983 NORTH NORTHRIDGE DRIVE,BOUNTIFUL,
Residential,2307.509,337 WEST 200 NORTH,BOUNTIFUL,
Residential,1780.092,921 NORTH 800 WEST,WEST BOUNTIFUL,
Residential,1087.825,221 EAST 400 NORTH,BOUNTIFUL,
Residential,1318.587,690 NORTH 200 WEST,BOUNTIFUL,
Residential,2241.575,32 WEST 900 NORTH,BOUNTIFUL,
Residential,906.5222,370 EAST 200 NORTH,BOUNTIFUL,
Residential,1780.083,895 WEST RAINTREE CIRCLE,WEST BOUNTIFUL,
Residential,395.5693,375 EAST 400 NORTH,BOUNTIFUL,
Residential,2225.116,972 EAST 700 NORTH,BOUNTIFUL,
Residential,2109.714,131 NORTH 800 WEST,WEST BOUNTIFUL,
Residential,593.3622,699 NORTH MAIN STREET,BOUNTIFUL,
Residential,1318.573,1250 WEST JESSI S MEADOW WAY,WEST BOUNTIFUL,
Residential,2505.29,1202 EAST 400 NORTH,BOUNTIFUL,
Industrial,43414.18,580 WEST 100 NORTH,WEST BOUNTIFUL,
Residential,2472.334,696 NORTH 800 EAST,BOUNTIFUL,
Government,2373.446,,,
Residential,1977.856,187 NORTH 1450 WEST,,
Residential,5142.445,927 NORTH 725 EAST,BOUNTIFUL,
Residential,2109.728,411 NORTH 200 EAST,BOUNTIFUL,
Residential,1318.586,164 NORTH 100 EAST,BOUNTIFUL,
Residential,2373.45,647 NORTH 1100 EAST,BOUNTIFUL,
Residential,3082.177,659 NORTH 660 WEST,WEST BOUNTIFUL,
Residential,2109.727,701 NORTH 500 EAST,BOUNTIFUL,
Residential,4351.277,926 NORTH 800 WEST,WEST BOUNTIFUL,
Residential,1318.577,186 NORTH 1375 EAST,BOUNTIFUL,
Residential,4351.324,780 WEST PAGES CIRCLE,WEST BOUNTIFUL,
Residential,692.2579,186 EAST 470 NORTH,BOUNTIFUL,
Residential,2109.712,948 EAST 700 NORTH,BOUNTIFUL,
Residential,906.5076,702 NORTH 800 WEST,WEST BOUNTIFUL,
Residential,2109.732,165 WEST 200 NORTH,BOUNTIFUL,
Residential,3362.366,1354 EAST SKYLINE DRIVE,BOUNTIFUL,
Residential,2109.742,280 MORIAH AVENUE,WENDOVER,
Residential,494.4709,310 EAST MORIAH AVENUE,WENDOVER,
Residential,4697.45,254 WEST 925 NORTH,BOUNTIFUL,
Residential,4895.245,910 NORTH HOWARD STREET,WEST BOUNTIFUL,
Commercial,791.1454,407 NORTH MAIN STREET,BOUNTIFUL,
Residential,2307.52,164 NORTH 200 EAST,BOUNTIFUL,
Education,2225.114,5 EAST 400 NORTH,BOUNTIFUL,
Residential,1483.394,1064 WEST 700 NORTH,WEST BOUNTIFUL,
Residential,2175.656,365 SOUTH CONLEY STREET,WENDOVER,
Residential,593.3582,285 MORIAH AVENUE,WENDOVER,
Residential,824.108,399 6TH STREET,WENDOVER,
Residential,2637.161,943 NORTH CHAPEL DRIVE,BOUNTIFUL,
Commercial,1318.589,407 NORTH MAIN STREET,BOUNTIFUL,
Residential,593.3655,174 EAST 470 NORTH,BOUNTIFUL,
Residential,1038.379,393 SOUTH WENDOVER WAY,WENDOVER,
Residential,1384.502,277 MORIAH AVENUE,WENDOVER,
Residential,1648.23,216 UINTA AVENUE,WENDOVER,
Residential,2637.142,961 NORTH 950 EAST,BOUNTIFUL,
Residential,593.3678,140 EAST 470 NORTH,BOUNTIFUL,
Residential,659.2865,195 NORTH MAIN STREET,BOUNTIFUL,
Residential,593.3624,162 EAST 470 NORTH,BOUNTIFUL,
Residential,593.363,116 EAST 470 NORTH,BOUNTIFUL,
Residential,1186.723,670 NORTH MAIN STREET,BOUNTIFUL,
Residential,2241.584,690 NORTH 1000 EAST,BOUNTIFUL,
Residential,593.3629,645 EAST PEQUOP AVENUE,WENDOVER,
Residential,494.4649,285 MORIAH AVENUE,WENDOVER,
Residential,890.0506,215 MORIAH AVENUE,WENDOVER,
Residential,725.2228,185 SOUTH WIILDCAT BOULEVARD,WENDOVER,
Residential,1483.409,979 NORTH 200 WEST,BOUNTIFUL,
Residential,1384.507,935 NORTH 325 WEST,BOUNTIFUL,
Residential,1087.826,135 WEST 200 NORTH,BOUNTIFUL,
Residential,1846.01,432 NORTH 275 EAST,BOUNTIFUL,
Residential,1846.001,1088 WEST 700 NORTH,WEST BOUNTIFUL,
Residential,3955.746,217 SOUTH 3RD STREET,WENDOVER,
Residential,593.3591,960 NORTH 600 EAST,BOUNTIFUL,
Residential,1269.136,170 NORTH 100 WEST,BOUNTIFUL,
Residential,791.1517,114 WEST 700 NORTH,BOUNTIFUL,
Residential,791.1523,645 EAST PEQUOP AVENUE,WENDOVER,
Residential,445.0162,645 EAST PEQUOP AVENUE,WENDOVER,
Residential,1450.433,325 MORIAH AVENUE,WENDOVER,
Residential,3016.236,515 NORTH 900 EAST,BOUNTIFUL,
Residential,791.1376,685 WEST 700 NORTH,WEST BOUNTIFUL,
Residential,1318.589,950 NORTH MAIN STREET,BOUNTIFUL,
Residential,9230.056,1250 WEST MILLBRIDGE LANE,WEST BOUNTIFUL,
Residential,2719.57,18 WEST 900 NORTH,BOUNTIFUL,
Residential,1285.622,965 NORTH MAIN STREET,BOUNTIFUL,
Residential,1846.015,1310 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,2109.739,961 EAST 400 NORTH,BOUNTIFUL,
Residential,1153.749,318 EAST 900 NORTH,BOUNTIFUL,
Residential,2373.443,341 NORTH 1100 WEST,WEST BOUNTIFUL,
Residential,988.9266,314 WEST CENTER STREET,BOUNTIFUL,
Residential,2241.573,353 NORTH 700 EAST,BOUNTIFUL,
Residential,3098.671,272 EAST 900 NORTH,BOUNTIFUL,
Residential,1582.287,640 EAST 100 NORTH,BOUNTIFUL,
Residential,2769.009,887 NORTH 250 WEST,BOUNTIFUL,
Education,8669.689,371 NORTH 200 WEST,BOUNTIFUL,
Residential,5208.384,1200 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,1977.853,1023 WEST PALOMINO WAY,WEST BOUNTIFUL,
Residential,4153.514,1225 WEST JESSI S MEADOW WAY,WEST BOUNTIFUL,
Residential,1582.303,839 WEST 400 NORTH,WEST BOUNTIFUL,
Commercial,4647.988,547 NORTH 200 WEST,BOUNTIFUL,
Residential,4746.885,1191 WEST MILLBRIDGE LANE,WEST BOUNTIFUL,
Commercial,4071.09,563 NORTH 200 WEST,BOUNTIFUL,
Residential,1582.309,316 EAST 650 NORTH,BOUNTIFUL,
Residential,1977.861,95 WEST 900 NORTH,BOUNTIFUL,
Residential,2472.329,1145 EAST NORTHERN HILLS DRIVE,BOUNTIFUL,
Residential,2175.652,833 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,791.1465,,,
Residential,2637.145,654 EAST 100 NORTH,BOUNTIFUL,
Commercial,7647.759,381 WEST 400 NORTH,BOUNTIFUL,
Residential,1384.505,346 UINTA AVENUE,WENDOVER,
Residential,1186.719,348 6TH STREET,WENDOVER,
Residential,6180.856,1184 WEST MILLBRIDGE LANE,WEST BOUNTIFUL,
Residential,692.264,465 MORIAH AVENUE,WENDOVER,
Residential,1384.491,356 SOUTH WENDOVER WAY,WENDOVER,
Residential,1269.136,584 EAST MORIAH AVENUE,WENDOVER,
Residential,1582.294,700 NORTH 500 EAST,BOUNTIFUL,
Residential,1384.501,,,
Residential,593.3633,238 EAST 750 NORTH,BOUNTIFUL,
Residential,1450.436,962 NORTH 650 EAST,BOUNTIFUL,
Residential,791.1507,280 WEST 400 NORTH,BOUNTIFUL,
Residential,1977.869,921 EAST 400 NORTH,BOUNTIFUL,
Residential,1450.44,303 WEST 200 NORTH,BOUNTIFUL,
Commercial,9889.346,243 SOUTH 1ST STREET,WENDOVER,
Residential,4384.263,1364 EAST NORTHRIDGE DRIVE,BOUNTIFUL,
Residential,2900.884,121 NORTH DAVIS BOULEVARD,BOUNTIFUL,
Residential,2175.655,1140 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,1977.858,707 NORTH 600 EAST,BOUNTIFUL,
Residential,1994.366,187 NORTH 1450 WEST,,
Residential,1582.296,705 NORTH 1100 WEST,WEST BOUNTIFUL,
Residential,2406.402,569 EAST 900 NORTH,BOUNTIFUL,
Residential,692.2617,677 EAST 400 NORTH,BOUNTIFUL,
Residential,2637.157,1226 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,1977.881,409 EAST 150 NORTH,BOUNTIFUL,
Residential,1944.891,703 NORTH 650 EAST,BOUNTIFUL,
Residential,2637.168,735 WEST 1000 NORTH,WEST BOUNTIFUL,
Residential,1186.723,181 NORTH 100 WEST,BOUNTIFUL,
Residential,1318.581,942 NORTH 170 EAST,BOUNTIFUL,
Residential,1285.616,842 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,1318.577,935 EAST 400 NORTH,BOUNTIFUL,
Residential,2241.597,711 NORTH 200 WEST,BOUNTIFUL,
Residential,2076.768,449 EAST 150 NORTH,BOUNTIFUL,
Residential,3461.268,232 WEST 925 NORTH,BOUNTIFUL,
Residential,3148.099,895 EAST 900 NORTH,BOUNTIFUL,
Residential,1384.501,469 EAST 150 NORTH,BOUNTIFUL,
Residential,3164.582,242 WEST 925 NORTH,BOUNTIFUL,
Residential,2109.72,896 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,2801.982,681 NORTH NORTHRIDGE DRIVE,BOUNTIFUL,
Residential,1450.433,286 UINTA AVENUE,WENDOVER,
Residential,1384.509,260 UINTA AVENUE,WENDOVER,
Residential,1335.06,349 NORTH 350 WEST,BOUNTIFUL,
Residential,1977.878,373 NORTH 450 EAST,BOUNTIFUL,
Commercial,22498.24,90 NORTH MAIN STREET,BOUNTIFUL,
Residential,2142.686,1120 EAST 600 NORTH,BOUNTIFUL,
Government,527.4418,,,
Government,3296.45,,,
Commercial,2637.165,830 NORTH 500 WEST,BOUNTIFUL,
Commercial,11982.6,95 NORTH MAIN STREET,BOUNTIFUL,
Residential,3560.159,853 NORTH 900 WEST,WEST BOUNTIFUL,
Commercial,2109.729,365 NORTH 200 WEST,BOUNTIFUL,
Residential,1714.151,504 EAST 650 NORTH,BOUNTIFUL,
Assembly,527.4327,,,
Residential,1961.388,343 MORIAH AVENUE,WENDOVER,
Residential,659.2876,165 NORTH 200 EAST,BOUNTIFUL,
Residential,1186.726,373 MORIAH AVENUE,WENDOVER,
Residential,1648.24,370 SOUTH 6TH STREET,WENDOVER,
Residential,1483.403,365 MORIAH AVENUE,WENDOVER,
Residential,395.5711,990 NORTH 500 WEST,BOUNTIFUL,
Residential,1318.585,708 NORTH 975 WEST,WEST BOUNTIFUL,
Residential,1730.637,188 NORTH 800 EAST,BOUNTIFUL,
Residential,2109.718,710 NORTH 1100 WEST,WEST BOUNTIFUL,
Residential,1120.783,463 EAST WASATCH LANE,WENDOVER,
Residential,1087.82,270 EAST UINTA AVENUE,WENDOVER,
Residential,395.572,343 MORIAH AVENUE,WENDOVER,
Residential,2637.168,934 NORTH 275 WEST,BOUNTIFUL,
Commercial,1928.421,415 NORTH MAIN STREET,BOUNTIFUL,
Education,1153.754,400 NORTH 200 WEST,BOUNTIFUL,
Residential,1582.291,160 NORTH 600 EAST,BOUNTIFUL,
Residential,1186.719,776 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,1631.744,1056 WEST 700 NORTH,WEST BOUNTIFUL,
Residential,2142.699,1078 WEST 700 NORTH,WEST BOUNTIFUL,
Residential,593.3607,429 MORIAH AVENUE,WENDOVER,
Residential,461.496,395 MORIAH AVENUE,WENDOVER,
Residential,1450.436,265 WEST 200 NORTH,BOUNTIFUL,
Residential,1318.587,941 NORTH 170 EAST,BOUNTIFUL,
Residential,593.358,828 EAST 750 NORTH,BOUNTIFUL,
Residential,1384.507,43 WEST 700 NORTH,BOUNTIFUL,
Residential,593.3552,627 EAST 900 NORTH,BOUNTIFUL,
Residential,1878.984,836 EAST 400 NORTH,BOUNTIFUL,
Residential,593.3687,170 NORTH 100 WEST,BOUNTIFUL,
Residential,1186.731,390 NORTH 1000 EAST,BOUNTIFUL,
Residential,2867.905,681 NORTH 1100 WEST,WEST BOUNTIFUL,
Residential,5373.184,1380 WEST MILLBRIDGE LANE,WEST BOUNTIFUL,
Residential,1648.237,659 NORTH 660 WEST,WEST BOUNTIFUL,
Residential,1714.132,375 PEQUOP AVENUE,WENDOVER,
Residential,988.9265,389 EAST PEQUOP AVENUE,WENDOVER,
Residential,1615.25,355 PEQUOP AVENUE,WENDOVER,
Residential,8900.419,990 NORTH 500 WEST,BOUNTIFUL,
Residential,890.0361,282 EAST 650 NORTH,BOUNTIFUL,
Residential,2472.333,840 NORTH 600 WEST,WEST BOUNTIFUL,
Residential,3263.46,668 EAST 100 NORTH,BOUNTIFUL,
Residential,2900.861,686 WEST 810 NORTH,WEST BOUNTIFUL,
Residential,1318.573,352 NORTH 350 WEST,BOUNTIFUL,
Residential,2175.654,351 NORTH 300 WEST,BOUNTIFUL,
Residential,1714.159,294 EAST 650 NORTH,BOUNTIFUL,
Commercial,5636.932,85 NORTH 200 WEST,BOUNTIFUL,
Residential,52512.43,430 WEST 400 NORTH,BOUNTIFUL,
Government,659.2896,,,
Government,527.4375,,,
Government,527.4227,,,
Residential,1977.883,170 NORTH 500 EAST,BOUNTIFUL,
Residential,2637.165,923 NORTH PINE TREE CIRCLE,WEST BOUNTIFUL,
Residential,2109.712,,,
Residential,593.361,411 NORTH 200 EAST,BOUNTIFUL,
Residential,2076.758,669 NORTH 900 EAST,BOUNTIFUL,
Residential,2175.673,240 MORIAH AVENUE,WENDOVER,
Residential,1977.858,282 MORIAH AVENUE,WENDOVER,
Residential,2637.159,1020 EAST 400 NORTH,BOUNTIFUL,
Residential,1977.892,145 NORTH 400 EAST,BOUNTIFUL,
Residential,1450.442,65 WEST 700 NORTH,BOUNTIFUL,
Residential,2373.443,152 NORTH 650 EAST,BOUNTIFUL,
Residential,791.1422,79 WEST 700 NORTH,BOUNTIFUL,
Residential,2142.696,638 NORTH 660 WEST,WEST BOUNTIFUL,
Utility and Misc,9938.774,1007 EAST SKYHAWK DRIVE,WENDOVER,
Government,1681.197,,,
Residential,3955.736,1387 WEST MILLBRIDGE LANE,WEST BOUNTIFUL,
Utility and Misc,1977.877,1007 EAST SKYHAWK DRIVE,WENDOVER,
